order_item_id,order_id,product_id,quantity,discount_pct,item_price
106,930,48,2,0.0,8.65
107,4037,24,2,0.15,7.83
108,2604,1,2,0.2,13.86
109,1181,17,3,0.05,6.67
110,1040,38,4,0.0,7.71
111,1102,28,4,0.15,9.7
112,2100,33,2,0.15,9.25
113,514,24,3,0.15,12.35
114,4840,47,1,0.2,6.83
115,3133,45,3,0.0,10.29
116,1833,6,3,0.1,13.28
117,4639,21,2,0.05,12.15
118,2458,45,4,0.1,11.68
119,2203,4,4,0.2,8.15
120,2681,33,1,0.0,9.54
121,2099,10,4,0.1,7.63
122,3167,36,4,0.1,10.58
123,1928,13,1,0.1,11.26
124,4451,36,1,0.05,11.68
125,3117,48,2,0.0,13.88
126,2888,9,2,0.15,6.56
127,4344,31,2,0.0,9.49
128,4629,4,2,0.1,11.32
129,3531,20,4,0.0,11.13
130,790,8,2,0.15,6.2
131,1301,27,3,0.05,7.7
132,1948,36,1,0.0,13.61
133,2243,9,2,0.0,10.64
134,1095,43,1,0.05,9.72
135,1359,24,4,0.05,14.1
136,3657,37,2,0.1,6.67
137,308,41,3,0.1,14.3
138,1451,40,1,0.05,6.25
139,2124,30,2,0.15,11.06
140,4883,26,3,0.1,11.0
141,2843,4,4,0.15,11.75
142,1665,1,3,0.05,6.27
143,3949,20,4,0.0,10.77
144,1395,28,1,0.05,7.02
145,4073,45,2,0.05,7.4
146,3635,24,3,0.2,7.94
147,215,28,3,0.05,11.52
148,3073,28,3,0.1,9.51
149,4055,5,4,0.0,6.77
150,4473,32,1,0.15,8.6
151,2460,30,1,0.2,6.69
152,3707,21,2,0.1,11.98
153,3272,42,2,0.0,11.02
154,1207,16,1,0.15,9.67
155,410,8,1,0.0,14.35
156,3470,12,1,0.1,10.67
157,216,32,3,0.0,13.99
158,4848,25,4,0.05,11.21
159,349,3,1,0.0,9.39
160,3652,26,2,0.05,10.85
161,2879,36,4,0.1,7.37
162,3666,17,3,0.2,12.07
163,4750,27,4,0.05,14.84
164,3070,22,1,0.0,8.23
165,3995,45,4,0.0,8.91
166,3113,38,2,0.0,9.65
167,3,35,4,0.1,10.35
168,1118,46,1,0.15,12.47
169,1083,7,4,0.0,7.23
170,4503,3,4,0.0,8.72
171,1518,6,4,0.05,10.85
172,4847,13,2,0.2,11.31
173,1896,46,4,0.0,10.83
174,3580,15,4,0.1,9.92
175,2634,26,3,0.15,12.4
176,4984,48,4,0.15,7.84
177,2380,33,4,0.15,8.54
178,1013,15,3,0.1,10.0
179,4265,39,2,0.15,12.26
180,2824,41,2,0.15,6.74
181,849,47,3,0.05,7.04
182,1705,14,3,0.15,13.04
183,4094,19,4,0.05,8.35
184,206,28,2,0.05,14.67
185,1893,24,2,0.05,14.65
186,521,50,4,0.1,12.17
187,3577,41,1,0.0,12.45
188,2352,33,4,0.2,11.86
189,2135,12,1,0.15,7.6
190,4839,10,4,0.2,10.5
191,2476,7,3,0.0,13.14
192,4546,46,4,0.05,12.97
193,786,1,3,0.05,14.09
194,4098,15,1,0.05,14.11
195,2791,1,1,0.05,8.35
196,2158,45,3,0.15,12.5
197,679,20,3,0.0,11.86
198,3529,2,2,0.0,13.97
199,3560,3,2,0.0,7.65
200,371,36,4,0.2,12.66
201,2938,16,3,0.05,9.81
202,722,29,1,0.1,9.55
203,4401,44,2,0.0,6.32
204,924,36,3,0.2,14.65
205,836,44,1,0.15,12.08
206,2494,39,1,0.05,11.32
207,2980,3,3,0.2,8.26
208,2326,37,4,0.1,11.93
209,3925,44,2,0.1,14.51
210,2425,12,2,0.15,7.47
211,4522,20,3,0.0,14.85
212,3127,23,4,0.0,9.85
213,2377,22,1,0.2,14.8
214,454,32,4,0.2,11.7
215,3460,7,2,0.0,8.92
216,4860,22,3,0.0,9.37
217,3502,44,2,0.2,8.61
218,3548,2,3,0.05,9.01
219,1149,14,4,0.1,11.82
220,523,16,2,0.1,6.15
221,4578,24,4,0.15,14.71
222,122,7,2,0.1,12.92
223,3619,4,4,0.2,14.47
224,4677,37,2,0.05,12.46
225,3723,46,3,0.2,10.33
226,3084,41,4,0.0,7.71
227,2173,5,4,0.0,10.65
228,2707,2,3,0.1,12.41
229,4814,5,1,0.05,13.69
230,3308,3,2,0.15,8.92
231,3643,42,2,0.2,10.59
232,2818,8,3,0.15,11.58
233,4502,26,2,0.15,11.3
234,1485,10,4,0.15,6.47
235,277,34,4,0.15,10.35
236,1249,46,3,0.2,13.28
237,1125,36,4,0.0,13.22
238,2902,12,1,0.2,10.56
239,1658,20,2,0.0,14.57
240,1754,29,3,0.0,13.44
241,4603,14,3,0.2,12.64
242,3659,48,2,0.2,10.64
243,3403,5,1,0.2,11.32
244,4333,48,3,0.0,8.01
245,752,27,2,0.2,10.79
246,165,4,1,0.05,10.73
247,1693,29,3,0.1,7.82
248,1957,3,1,0.1,14.56
249,3861,33,3,0.05,8.2
250,2776,30,2,0.1,6.94
251,3290,36,2,0.0,10.2
252,1769,9,2,0.2,12.17
253,2424,1,1,0.2,7.76
254,4527,48,4,0.2,7.65
255,3697,23,1,0.05,8.35
256,783,3,2,0.05,8.72
257,3779,32,3,0.0,8.22
258,955,24,4,0.05,10.24
259,1993,6,1,0.2,6.16
260,1660,13,1,0.0,6.79
261,141,49,3,0.0,12.56
262,720,15,3,0.2,9.71
263,1651,30,2,0.15,9.24
264,3574,12,1,0.2,6.09
265,3475,40,3,0.0,8.68
266,1016,48,3,0.15,13.39
267,4384,35,4,0.2,9.06
268,343,28,2,0.2,14.67
269,3184,4,2,0.15,9.51
270,2702,7,1,0.15,10.18
271,976,47,3,0.1,13.22
272,2584,43,2,0.15,14.85
273,3121,16,1,0.05,9.34
274,1824,22,2,0.15,7.08
275,4427,46,1,0.0,10.71
276,4461,45,3,0.15,11.33
277,11,41,2,0.2,14.64
278,4605,25,1,0.05,9.73
279,2628,50,1,0.15,6.82
280,1469,3,3,0.05,11.86
281,1114,22,2,0.1,6.19
282,622,31,1,0.05,9.83
283,901,37,1,0.2,9.69
284,3748,22,1,0.1,8.29
285,4065,27,1,0.15,14.68
286,1472,2,2,0.05,9.63
287,3104,22,4,0.1,14.05
288,327,17,2,0.15,10.64
289,74,48,1,0.15,13.38
290,251,20,2,0.05,10.06
291,2498,24,2,0.05,14.92
292,2403,45,3,0.1,11.76
293,4629,31,3,0.05,7.4
294,296,43,1,0.15,6.06
295,298,8,4,0.2,14.36
296,302,5,3,0.1,12.18
297,4608,2,2,0.2,6.96
298,585,4,1,0.2,12.69
299,3625,35,4,0.15,8.04
300,1635,34,3,0.2,13.28
301,53,3,1,0.0,11.49
302,2277,48,4,0.1,7.11
303,2688,20,1,0.15,6.64
304,2845,9,4,0.05,10.2
305,4887,6,3,0.15,14.43
306,4591,47,2,0.05,11.08
307,4949,5,2,0.15,12.83
308,2719,41,3,0.0,10.23
309,3936,38,3,0.1,9.46
310,663,35,3,0.2,13.4
311,8,31,4,0.15,10.17
312,3684,13,4,0.1,7.27
313,3088,26,4,0.1,8.47
314,4762,22,4,0.1,11.05
315,669,32,4,0.1,9.62
316,3165,15,4,0.1,9.3
317,1286,11,4,0.2,12.02
318,3621,16,3,0.2,11.73
319,161,47,4,0.15,8.83
320,2399,6,1,0.05,9.23
321,3246,46,4,0.15,12.77
322,18,11,2,0.1,14.29
323,2534,10,2,0.05,8.92
324,4447,16,3,0.15,8.63
325,2576,12,2,0.05,8.39
326,4968,7,2,0.2,7.27
327,2318,39,2,0.1,9.39
328,2919,27,3,0.05,10.64
329,1054,24,3,0.0,10.84
330,316,50,4,0.1,12.22
331,4833,15,2,0.2,6.47
332,2212,6,4,0.2,11.05
333,320,19,3,0.15,8.29
334,4528,8,4,0.0,8.15
335,2716,47,4,0.05,13.11
336,634,36,2,0.15,7.38
337,1706,50,3,0.2,8.96
338,4821,13,2,0.05,11.74
339,673,33,4,0.2,11.79
340,2280,32,3,0.2,6.43
341,3548,28,4,0.0,6.65
342,471,40,4,0.1,11.9
343,3232,49,2,0.05,14.58
344,2608,10,3,0.0,14.99
345,3333,33,3,0.2,14.88
346,2621,1,2,0.2,9.16
347,4698,21,1,0.0,8.18
348,1383,5,2,0.05,6.89
349,4376,1,2,0.2,8.93
350,1186,21,1,0.05,8.49
351,1911,25,3,0.0,11.19
352,916,20,1,0.2,9.32
353,1618,45,4,0.15,8.08
354,1684,9,4,0.15,11.51
355,2426,16,2,0.2,8.91
356,426,28,4,0.1,9.18
357,1788,40,1,0.2,11.39
358,2585,46,4,0.2,7.06
359,4649,49,3,0.2,12.97
360,169,36,2,0.0,14.69
361,515,39,2,0.2,10.42
362,3436,49,3,0.2,11.04
363,4526,24,3,0.0,9.46
364,2617,16,2,0.2,14.61
365,2378,14,3,0.15,7.2
366,691,48,4,0.15,13.32
367,3205,34,4,0.2,11.85
368,2505,24,4,0.0,13.12
369,353,47,4,0.2,14.55
370,1118,11,1,0.2,10.47
371,1406,45,1,0.05,8.59
372,3940,36,1,0.1,13.02
373,4175,1,1,0.0,13.6
374,678,47,4,0.1,12.18
375,551,12,4,0.05,13.64
376,820,21,3,0.1,12.57
377,214,9,1,0.2,14.62
378,1667,39,1,0.15,11.14
379,4765,3,2,0.0,9.42
380,894,16,3,0.0,12.12
381,4255,4,4,0.2,6.62
382,4077,26,3,0.1,10.49
383,3906,46,3,0.0,12.96
384,2787,13,2,0.05,7.52
385,2249,20,2,0.05,9.6
386,22,19,3,0.1,9.15
387,3314,27,1,0.05,9.01
388,1262,2,4,0.15,11.86
389,1173,10,2,0.2,10.48
390,4881,25,2,0.0,13.18
391,2055,19,4,0.2,6.52
392,1893,15,2,0.1,10.09
393,2816,39,3,0.2,6.13
394,4675,47,4,0.0,7.99
395,4585,49,1,0.0,12.98
396,1788,24,2,0.1,6.95
397,1991,16,2,0.0,6.95
398,4318,17,3,0.05,9.61
399,2461,16,1,0.2,12.99
400,2632,18,2,0.15,11.74
401,2269,49,4,0.15,13.04
402,2177,4,4,0.15,6.45
403,877,2,3,0.1,11.07
404,3493,49,3,0.15,10.08
405,4259,49,2,0.2,14.06
406,955,31,3,0.0,12.64
407,4120,2,4,0.05,9.82
408,4289,2,3,0.15,10.98
409,878,15,4,0.15,9.82
410,4486,48,2,0.15,9.97
411,2545,43,4,0.05,11.71
412,2177,29,3,0.2,7.95
413,2601,34,4,0.15,9.0
414,3108,40,4,0.0,8.51
415,3529,32,1,0.1,13.21
416,2409,21,1,0.05,14.48
417,4861,30,2,0.2,9.73
418,1974,24,4,0.0,6.69
419,3949,44,4,0.05,6.84
420,1239,14,4,0.05,9.6
421,2335,28,1,0.1,9.55
422,768,14,4,0.1,7.32
423,2417,44,1,0.2,13.26
424,4995,34,2,0.15,10.5
425,3546,14,4,0.1,6.98
426,2310,25,4,0.2,6.89
427,4884,12,3,0.05,10.01
428,4207,41,1,0.15,7.05
429,4237,40,3,0.0,11.05
430,745,20,2,0.05,9.47
431,2583,48,1,0.2,14.28
432,4175,42,4,0.0,9.77
433,1518,7,4,0.05,11.53
434,2557,15,4,0.1,13.3
435,4162,9,4,0.2,8.73
436,3984,4,2,0.0,10.61
437,1395,31,4,0.1,7.09
438,287,23,4,0.0,9.89
439,3248,6,4,0.15,9.38
440,4219,28,3,0.15,9.85
441,2603,12,2,0.2,6.97
442,4,47,1,0.0,9.59
443,412,22,2,0.15,13.83
444,4346,24,2,0.05,14.43
445,3728,34,2,0.05,8.18
446,1918,19,4,0.15,8.7
447,1357,24,3,0.15,6.09
448,158,20,3,0.2,7.04
449,1601,34,3,0.2,9.11
450,2885,47,3,0.05,12.17
451,3490,27,1,0.1,8.63
452,2383,44,3,0.0,6.68
453,153,29,4,0.1,12.58
454,1630,1,4,0.2,10.2
455,2797,46,3,0.1,10.67
456,2882,36,1,0.2,8.93
457,3803,43,3,0.1,11.52
458,2806,39,4,0.05,14.02
459,4081,45,4,0.2,10.98
460,3471,46,4,0.05,11.29
461,1056,7,2,0.1,9.36
462,2580,43,4,0.15,6.74
463,4149,20,3,0.15,9.86
464,2766,20,4,0.0,14.32
465,1329,25,1,0.15,12.12
466,4045,43,2,0.0,10.41
467,2393,21,1,0.1,11.59
468,3154,9,4,0.0,11.03
469,1,27,2,0.0,14.21
470,167,28,2,0.0,8.01
471,3255,25,2,0.05,14.0
472,1886,36,4,0.0,12.2
473,4369,34,1,0.2,7.15
474,900,2,4,0.1,9.35
475,2249,9,2,0.05,9.93
476,3264,19,4,0.2,6.75
477,3413,15,2,0.1,10.99
478,3578,21,2,0.05,8.33
479,2188,50,2,0.1,10.12
480,1220,16,4,0.15,9.95
481,3133,2,4,0.1,10.7
482,360,26,2,0.15,13.62
483,2040,44,3,0.15,13.03
484,3938,29,1,0.1,13.86
485,3155,33,2,0.15,11.15
486,334,34,2,0.05,11.54
487,731,46,2,0.15,9.87
488,1498,27,2,0.0,12.45
489,1418,7,2,0.05,7.84
490,3764,49,3,0.05,10.28
491,1744,15,4,0.05,12.43
492,4117,17,3,0.0,13.0
493,1974,9,2,0.0,8.23
494,879,13,2,0.0,7.63
495,4273,32,2,0.0,8.6
496,2885,2,4,0.0,14.28
497,3008,32,1,0.2,7.16
498,2596,47,1,0.2,14.58
499,2298,20,3,0.0,14.95
500,661,43,3,0.05,13.05
501,3145,19,1,0.15,12.84
502,3163,46,2,0.15,14.58
503,4222,27,4,0.2,8.61
504,3986,36,3,0.0,7.16
505,1270,30,4,0.1,13.41
506,4707,11,2,0.15,7.54
507,1295,16,2,0.15,6.41
508,1010,26,3,0.05,7.77
509,2092,30,1,0.15,9.94
510,1758,2,1,0.2,10.46
511,1965,34,1,0.0,6.56
512,4644,41,2,0.0,9.99
513,1192,22,2,0.15,11.44
514,1054,31,4,0.1,14.39
515,2842,21,4,0.2,8.05
516,2405,36,4,0.15,7.9
517,3563,40,2,0.2,9.5
518,3705,23,1,0.1,14.85
519,1823,26,2,0.2,9.03
520,1272,18,4,0.2,6.39
521,1720,15,4,0.2,8.39
522,253,34,4,0.0,11.02
523,2769,22,4,0.1,9.71
524,1560,28,3,0.0,12.97
525,737,43,4,0.05,11.47
526,4996,49,2,0.15,11.04
527,1929,7,3,0.0,8.91
528,2191,40,1,0.2,10.97
529,1003,42,2,0.05,11.54
530,2986,24,2,0.1,7.61
531,1923,35,1,0.1,12.62
532,3753,13,2,0.0,9.54
533,4138,49,3,0.2,12.68
534,3703,13,1,0.2,7.6
535,3193,31,3,0.1,11.91
536,3835,19,4,0.2,6.24
537,4439,29,1,0.15,7.43
538,4428,22,3,0.0,14.02
539,3528,41,4,0.0,10.15
540,341,21,3,0.2,10.57
541,2389,16,3,0.1,14.17
542,3488,30,2,0.15,10.36
543,1701,5,4,0.15,11.89
544,1234,41,2,0.15,8.0
545,2571,41,4,0.05,6.73
546,2299,6,4,0.2,9.18
547,138,21,2,0.15,13.19
548,2799,42,2,0.2,10.02
549,2931,50,2,0.1,7.51
550,3921,11,4,0.1,10.91
551,4183,24,4,0.1,8.37
552,1834,28,4,0.05,14.52
553,2140,15,4,0.1,11.2
554,208,39,4,0.2,14.85
555,2234,46,4,0.0,6.39
556,1851,40,3,0.0,6.1
557,1688,47,2,0.2,10.29
558,2204,19,4,0.0,13.76
559,2209,50,3,0.15,10.72
560,851,17,1,0.0,13.89
561,2204,3,3,0.05,7.18
562,3691,3,2,0.1,12.29
563,3356,39,1,0.0,11.94
564,2610,28,4,0.0,10.9
565,224,31,2,0.05,9.65
566,3775,42,1,0.05,11.82
567,1412,49,3,0.0,10.95
568,4393,47,1,0.15,8.45
569,323,8,2,0.0,6.94
570,1512,17,1,0.15,9.48
571,2087,35,3,0.1,10.61
572,4601,36,1,0.2,10.58
573,2288,27,3,0.1,9.83
574,687,40,1,0.0,8.95
575,2018,45,3,0.0,9.15
576,1469,33,3,0.15,8.39
577,3924,50,3,0.05,11.22
578,4836,11,4,0.15,13.65
579,997,21,3,0.05,13.92
580,2535,6,2,0.05,14.94
581,2813,48,3,0.05,6.8
582,623,21,4,0.05,7.93
583,3825,28,4,0.0,12.57
584,2784,17,2,0.2,11.81
585,4394,18,3,0.2,7.2
586,1076,11,4,0.1,11.68
587,304,46,4,0.1,9.66
588,664,44,1,0.1,14.61
589,2947,25,1,0.15,13.7
590,3995,30,2,0.1,6.66
591,1993,25,1,0.1,6.81
592,3496,7,3,0.1,9.75
593,2695,49,1,0.0,6.08
594,4305,37,4,0.1,6.85
595,3199,46,2,0.2,14.39
596,519,27,1,0.0,13.13
597,4434,26,2,0.05,12.05
598,1870,13,3,0.15,13.47
599,3811,24,3,0.0,8.25
600,913,12,1,0.0,12.53
601,3935,14,1,0.2,11.54
602,4903,9,1,0.1,13.64
603,3189,31,4,0.05,8.54
604,1316,4,3,0.2,12.87
605,3229,19,4,0.2,13.67
606,572,1,1,0.0,10.94
607,3256,29,3,0.05,9.72
608,2472,45,4,0.2,14.54
609,98,6,4,0.15,7.52
610,4034,1,2,0.15,6.33
611,1640,25,4,0.2,7.61
612,4843,27,1,0.0,12.15
613,4028,22,1,0.15,13.1
614,261,17,4,0.0,12.45
615,936,29,2,0.1,9.78
616,1798,3,2,0.1,14.71
617,332,17,2,0.0,10.0
618,4211,2,4,0.2,14.83
619,268,32,4,0.1,14.26
620,2060,22,2,0.1,9.66
621,73,39,4,0.15,7.45
622,2922,33,3,0.2,6.81
623,2454,22,1,0.0,10.78
624,3889,47,4,0.1,12.87
625,178,4,3,0.2,7.58
626,2000,38,4,0.1,8.86
627,772,13,3,0.15,11.67
628,946,23,2,0.2,10.15
629,4496,13,1,0.05,11.43
630,270,20,4,0.15,12.09
631,1856,33,3,0.0,9.43
632,1656,34,3,0.2,13.07
633,3753,38,2,0.1,12.33
634,2534,29,1,0.2,12.19
635,4155,32,1,0.0,7.35
636,2690,11,1,0.2,10.27
637,4983,18,3,0.1,11.19
638,4362,45,4,0.15,8.04
639,2123,21,4,0.15,12.83
640,3162,12,2,0.1,7.09
641,505,39,1,0.05,7.35
642,2405,20,4,0.05,9.72
643,2202,7,3,0.15,7.22
644,3290,27,3,0.0,6.1
645,4582,7,1,0.2,9.7
646,1154,2,2,0.1,11.84
647,4162,43,2,0.0,10.46
648,2428,33,1,0.2,6.47
649,1337,21,3,0.15,8.09
650,407,29,2,0.1,10.72
651,3479,32,3,0.0,12.64
652,4045,45,3,0.2,13.15
653,277,12,4,0.15,10.67
654,3481,13,2,0.15,11.82
655,2362,39,3,0.2,14.13
656,2597,44,4,0.05,6.59
657,1969,49,3,0.05,6.89
658,461,40,1,0.2,10.12
659,2447,3,2,0.2,11.49
660,3740,39,3,0.2,6.04
661,1583,8,2,0.15,10.07
662,3518,46,4,0.1,7.55
663,4803,46,2,0.15,11.81
664,4199,2,3,0.15,8.41
665,2376,6,2,0.05,14.12
666,2740,48,1,0.2,6.57
667,972,41,1,0.15,13.28
668,1326,15,4,0.15,9.53
669,153,47,3,0.2,13.71
670,3609,12,2,0.1,13.34
671,3961,41,4,0.05,8.15
672,3107,48,4,0.0,6.46
673,3087,32,3,0.15,12.26
674,730,6,2,0.1,7.84
675,3968,27,4,0.0,14.37
676,4170,47,4,0.2,6.61
677,4952,13,3,0.0,8.92
678,4003,23,3,0.2,6.11
679,2333,10,4,0.1,8.85
680,1574,14,2,0.0,10.87
681,3269,3,4,0.05,11.89
682,4376,12,1,0.1,12.54
683,4883,25,3,0.0,13.5
684,686,1,1,0.15,7.0
685,3889,32,2,0.0,12.86
686,1580,24,3,0.0,8.51
687,969,48,2,0.05,7.24
688,3738,42,1,0.1,8.39
689,2034,9,2,0.15,13.72
690,768,50,3,0.1,11.65
691,646,1,1,0.1,11.38
692,4122,42,3,0.15,11.26
693,1080,39,1,0.15,9.68
694,637,10,4,0.05,9.75
695,4326,44,2,0.2,7.33
696,2101,43,2,0.05,8.99
697,101,41,3,0.15,10.61
698,3918,30,4,0.0,11.45
699,4900,5,3,0.0,6.64
700,869,4,3,0.1,9.0
701,4098,45,1,0.1,9.05
702,22,8,4,0.2,10.64
703,2626,16,1,0.2,12.39
704,1904,1,3,0.2,11.72
705,2577,49,1,0.2,11.14
706,4110,15,1,0.0,8.62
707,4615,24,2,0.15,13.55
708,3294,15,4,0.2,13.07
709,1936,50,2,0.05,7.65
710,616,6,4,0.2,11.9
711,2451,2,2,0.0,14.16
712,3585,5,3,0.1,9.92
713,287,39,2,0.05,14.32
714,3319,41,4,0.2,6.2
715,1924,34,4,0.0,10.65
716,4922,39,4,0.1,8.31
717,2774,32,2,0.2,8.36
718,2091,29,1,0.0,13.9
719,2802,29,2,0.0,8.8
720,993,24,1,0.15,6.21
721,1585,46,2,0.0,10.86
722,1904,31,3,0.2,14.74
723,876,24,3,0.0,6.71
724,4830,15,2,0.05,8.58
725,1886,12,2,0.0,10.23
726,144,20,2,0.0,13.47
727,2257,4,3,0.05,8.42
728,1123,13,1,0.2,9.09
729,700,41,4,0.1,9.46
730,4210,44,1,0.15,9.42
731,271,10,2,0.1,7.8
732,63,41,3,0.2,14.24
733,1008,23,4,0.2,13.14
734,2844,7,1,0.05,14.78
735,2273,12,2,0.1,9.34
736,1983,48,3,0.0,6.41
737,2429,15,3,0.05,7.04
738,3725,7,4,0.05,9.22
739,4414,8,1,0.15,14.2
740,2756,7,3,0.05,14.83
741,3735,43,2,0.1,13.4
742,1293,4,2,0.2,8.15
743,4510,50,4,0.15,11.94
744,4321,7,1,0.0,11.37
745,1178,45,3,0.1,13.41
746,4717,41,4,0.0,10.59
747,2621,30,1,0.05,8.86
748,2537,18,1,0.1,6.17
749,1969,30,3,0.15,13.16
750,1196,7,4,0.15,10.77
751,2832,48,4,0.0,10.81
752,508,23,4,0.2,14.61
753,405,37,4,0.15,10.38
754,1295,7,1,0.0,8.84
755,3626,38,4,0.2,9.06
756,2820,29,4,0.1,6.11
757,4760,34,3,0.15,7.1
758,3638,39,2,0.15,6.39
759,1874,41,1,0.0,8.19
760,1407,45,3,0.15,6.58
761,3584,49,3,0.0,8.98
762,1578,49,3,0.15,7.14
763,4377,47,1,0.0,14.26
764,3428,18,2,0.15,14.45
765,637,47,1,0.1,11.43
766,808,43,4,0.1,13.25
767,2396,25,2,0.0,12.09
768,4525,27,1,0.1,13.3
769,1416,27,1,0.0,11.76
770,2450,12,4,0.0,9.87
771,4761,23,1,0.05,13.86
772,4846,17,2,0.1,9.94
773,3497,44,3,0.05,9.57
774,3589,7,1,0.05,11.62
775,4030,24,1,0.15,14.44
776,4733,7,2,0.0,9.98
777,515,29,1,0.2,11.17
778,3295,28,3,0.05,10.43
779,2909,23,4,0.15,14.19
780,2499,10,4,0.1,12.09
781,1367,16,4,0.2,9.78
782,341,43,3,0.0,11.46
783,3973,48,4,0.15,7.4
784,1561,34,2,0.2,9.08
785,2469,25,2,0.0,12.63
786,2429,2,3,0.0,11.06
787,3689,50,3,0.2,8.83
788,2696,5,3,0.15,9.26
789,2028,14,2,0.2,13.29
790,3753,31,3,0.05,10.87
791,316,40,3,0.0,8.15
792,3990,6,4,0.1,8.67
793,1102,28,3,0.2,10.21
794,531,9,1,0.2,12.87
795,2403,6,4,0.0,14.98
796,1860,17,2,0.0,7.67
797,4758,40,2,0.2,12.79
798,1220,35,2,0.1,11.55
799,4223,12,4,0.0,10.78
800,4445,45,2,0.0,14.7
801,1767,18,4,0.05,8.9
802,1068,43,4,0.15,7.59
803,728,34,1,0.05,13.9
804,244,46,1,0.1,6.62
805,1786,1,1,0.15,13.35
806,712,15,1,0.2,11.3
807,2894,18,1,0.1,7.48
808,3151,22,2,0.1,8.05
809,4182,18,2,0.05,7.4
810,1509,49,2,0.15,12.47
811,271,1,1,0.1,7.33
812,1798,46,3,0.15,12.13
813,2561,20,2,0.2,7.15
814,3561,48,2,0.15,13.22
815,4004,36,3,0.05,14.28
816,2178,38,1,0.05,11.03
817,838,25,4,0.1,14.7
818,2818,16,3,0.15,9.51
819,3715,20,3,0.05,8.2
820,3079,38,2,0.0,7.6
821,2900,47,2,0.05,10.31
822,1777,33,1,0.2,7.18
823,1651,7,4,0.0,13.88
824,2949,23,4,0.15,13.06
825,2521,11,3,0.1,11.06
826,2386,33,1,0.0,12.49
827,4415,40,4,0.05,6.45
828,2769,46,3,0.1,7.83
829,4239,5,2,0.1,11.59
