order_id,customer_id,order_date,region_id,order_status,payment_method
143,213,2024-04-16,6,Completed,Debit
144,829,2023-07-22,6,Completed,Credit Card
145,137,2023-09-19,6,Completed,Credit Card
146,6,2023-04-16,2,Completed,Debit
147,109,2023-10-28,6,Completed,Debit
148,547,2024-10-18,6,Completed,Debit
149,39,2023-04-03,4,Completed,Debit
150,662,2023-12-17,5,Completed,Credit Card
151,425,2023-05-13,4,Returned,Debit
152,630,2024-04-04,1,Cancelled,Credit Card
153,261,2023-10-13,2,Completed,PayPal
154,426,2024-07-16,2,Completed,Credit Card
155,87,2024-08-23,5,Completed,PayPal
156,465,2023-05-23,6,Completed,Credit Card
157,76,2023-12-10,4,Completed,Credit Card
158,471,2024-05-06,1,Completed,Credit Card
159,976,2024-05-07,4,Completed,Debit
160,963,2023-05-03,6,Completed,Credit Card
161,414,2023-03-24,6,Completed,Debit
162,825,2024-07-04,3,Completed,Credit Card
163,895,2023-05-09,4,Completed,Credit Card
164,726,2023-09-24,5,Cancelled,PayPal
165,457,2024-02-09,4,Completed,Credit Card
166,285,2024-09-03,2,Completed,Debit
167,239,2024-08-10,1,Returned,PayPal
168,677,2024-11-10,5,Completed,PayPal
169,599,2023-09-22,3,Completed,Credit Card
170,653,2023-03-04,1,Completed,Credit Card
171,672,2023-11-16,1,Completed,PayPal
172,558,2024-10-30,2,Completed,Debit
173,372,2024-09-01,2,Completed,Credit Card
174,495,2024-07-26,2,Cancelled,PayPal
175,624,2023-05-25,5,Completed,Debit
176,919,2023-08-23,4,Completed,Credit Card
177,45,2023-03-01,1,Completed,PayPal
178,401,2024-11-04,4,Completed,PayPal
179,247,2024-05-19,4,Completed,Credit Card
180,616,2024-12-28,2,Completed,Debit
181,597,2023-10-11,4,Completed,Debit
182,450,2024-02-21,1,Completed,PayPal
183,485,2023-04-03,1,Completed,Debit
184,646,2024-06-29,6,Completed,PayPal
185,620,2024-04-05,3,Completed,Credit Card
186,18,2024-09-02,5,Completed,Debit
187,606,2024-07-21,4,Completed,Credit Card
188,662,2024-12-22,5,Completed,PayPal
189,758,2023-06-21,5,Completed,Credit Card
190,289,2023-11-27,5,Completed,Debit
191,414,2024-12-06,6,Completed,Credit Card
192,721,2023-12-08,5,Completed,Debit
193,638,2024-05-16,6,Completed,Debit
194,235,2024-02-28,1,Returned,Debit
195,416,2024-11-03,4,Completed,Debit
196,938,2024-04-20,6,Returned,Debit
197,499,2023-07-22,3,Completed,PayPal
198,974,2024-08-29,5,Completed,Credit Card
199,634,2023-03-03,3,Completed,PayPal
200,650,2023-03-19,1,Completed,Credit Card
201,115,2023-06-10,1,Completed,Credit Card
202,932,2024-01-18,2,Completed,Credit Card
203,674,2024-10-14,5,Completed,PayPal
204,713,2024-09-03,2,Completed,Debit
205,234,2023-03-30,3,Completed,Debit
206,540,2023-05-17,4,Completed,PayPal
207,11,2023-12-27,2,Completed,Debit
208,206,2024-12-14,1,Completed,Credit Card
209,679,2024-02-18,5,Returned,Debit
210,247,2023-07-12,3,Completed,Debit
211,559,2023-11-13,6,Completed,Debit
212,758,2023-04-12,1,Completed,Credit Card
213,127,2024-04-29,6,Returned,Debit
214,147,2024-08-20,4,Completed,Debit
215,118,2024-03-03,5,Completed,Debit
216,911,2024-06-29,4,Completed,PayPal
217,382,2023-02-26,4,Completed,PayPal
218,412,2023-12-10,5,Completed,Debit
219,664,2023-06-06,5,Completed,PayPal
220,584,2024-03-14,6,Completed,PayPal
221,363,2024-08-18,4,Returned,Credit Card
222,509,2023-08-17,3,Completed,PayPal
223,137,2023-08-07,6,Completed,PayPal
224,175,2024-12-29,5,Completed,Debit
225,289,2024-05-29,1,Completed,Credit Card
226,958,2024-04-25,6,Completed,Credit Card
227,481,2024-07-07,2,Completed,Credit Card
228,19,2024-01-20,3,Completed,PayPal
229,195,2024-11-19,6,Completed,Debit
230,330,2024-09-19,5,Returned,Credit Card
231,936,2023-05-11,5,Completed,Credit Card
232,175,2024-10-08,3,Completed,PayPal
233,449,2024-08-11,2,Completed,Credit Card
234,925,2024-08-09,6,Completed,Debit
235,946,2023-11-05,6,Completed,Credit Card
236,354,2024-12-24,4,Completed,Debit
237,499,2024-12-30,1,Completed,Debit
238,141,2024-10-18,5,Completed,Debit
239,758,2024-06-05,6,Completed,PayPal
240,897,2023-10-13,6,Completed,PayPal
241,930,2024-02-16,6,Completed,Debit
242,93,2024-07-26,2,Completed,Debit
243,944,2023-10-22,1,Completed,Credit Card
244,239,2024-10-02,6,Completed,Credit Card
245,205,2023-12-26,3,Completed,Credit Card
246,560,2023-05-26,5,Completed,PayPal
247,433,2023-11-03,4,Completed,Credit Card
248,245,2024-06-02,3,Completed,Debit
249,832,2023-11-08,5,Completed,Debit
250,317,2023-11-02,2,Completed,PayPal
251,925,2023-12-25,1,Cancelled,PayPal
252,295,2023-08-30,1,Completed,Credit Card
253,640,2024-08-05,5,Completed,PayPal
254,856,2023-02-26,3,Completed,Debit
255,282,2023-02-27,4,Completed,Debit
256,17,2023-04-24,2,Completed,PayPal
257,71,2024-12-13,5,Completed,Debit
258,269,2024-03-19,2,Cancelled,PayPal
259,325,2023-07-17,1,Returned,Debit
260,794,2024-12-31,6,Returned,Credit Card
261,305,2023-07-19,6,Completed,PayPal
262,451,2023-09-17,4,Completed,PayPal
263,7,2024-10-01,2,Completed,PayPal
264,314,2024-02-02,5,Completed,Debit
265,817,2024-07-12,4,Completed,Credit Card
266,103,2024-11-08,3,Completed,PayPal
267,821,2024-07-22,6,Completed,Debit
268,193,2024-07-08,5,Completed,PayPal
269,753,2023-04-13,2,Completed,Debit
270,574,2024-11-06,4,Returned,Credit Card
271,529,2023-05-17,5,Completed,Debit
272,171,2024-12-20,4,Completed,Debit
273,537,2023-11-09,4,Completed,PayPal
274,251,2023-06-13,4,Completed,Debit
275,765,2024-07-18,2,Completed,PayPal
276,387,2023-10-27,5,Completed,Debit
277,207,2024-03-18,1,Returned,Credit Card
278,541,2024-12-04,1,Completed,Debit
279,629,2024-10-11,2,Completed,PayPal
280,416,2023-02-18,2,Completed,Debit
281,794,2023-05-28,6,Completed,Debit
282,380,2023-06-24,4,Completed,Credit Card
283,144,2024-08-04,5,Completed,PayPal
284,25,2024-11-27,5,Returned,Credit Card
285,822,2024-12-19,3,Returned,Debit
286,668,2024-03-28,3,Completed,Credit Card
287,73,2024-02-04,1,Completed,Debit
288,632,2024-11-07,3,Cancelled,Debit
289,824,2024-08-11,3,Completed,Credit Card
290,833,2023-03-22,1,Completed,Credit Card
291,93,2024-12-09,6,Completed,Debit
292,505,2023-05-17,1,Completed,Credit Card
293,598,2023-09-04,3,Completed,Credit Card
294,336,2024-11-19,5,Completed,Debit
295,425,2024-03-31,3,Completed,PayPal
296,499,2023-04-13,4,Completed,Credit Card
297,364,2024-04-21,4,Completed,Credit Card
298,947,2023-08-05,4,Completed,PayPal
299,630,2023-04-11,6,Cancelled,Credit Card
300,745,2023-06-30,2,Completed,Debit
301,199,2023-10-04,4,Completed,Credit Card
302,718,2024-07-22,5,Completed,Debit
303,413,2024-11-13,6,Completed,PayPal
304,339,2023-05-10,2,Completed,PayPal
305,659,2023-11-05,2,Completed,PayPal
306,962,2024-08-16,4,Completed,Credit Card
307,937,2024-11-24,3,Cancelled,PayPal
308,429,2024-04-30,1,Completed,Credit Card
309,783,2023-05-15,3,Completed,Credit Card
310,899,2024-09-23,3,Completed,Credit Card
311,139,2024-11-14,2,Completed,PayPal
312,693,2023-09-21,2,Completed,PayPal
313,942,2024-02-29,6,Completed,Credit Card
314,542,2024-06-15,6,Completed,PayPal
315,57,2024-12-26,2,Completed,Credit Card
316,232,2023-10-09,5,Completed,PayPal
317,658,2024-07-05,5,Completed,Debit
318,435,2023-04-20,1,Returned,PayPal
319,384,2023-03-24,2,Completed,PayPal
320,560,2023-09-14,4,Completed,PayPal
321,194,2023-03-23,6,Completed,Credit Card
322,736,2023-08-05,2,Completed,Credit Card
323,648,2023-03-06,5,Completed,Debit
324,534,2023-06-11,2,Completed,Debit
325,518,2024-10-24,5,Completed,Debit
326,716,2024-04-18,2,Completed,Credit Card
327,751,2024-04-07,4,Completed,Debit
328,185,2024-06-11,1,Completed,Debit
329,872,2024-03-09,4,Completed,PayPal
330,292,2023-12-20,5,Completed,Debit
331,335,2023-08-29,6,Completed,PayPal
332,732,2024-10-07,6,Cancelled,Credit Card
333,116,2023-12-26,3,Completed,Credit Card
334,825,2024-02-07,4,Completed,PayPal
335,49,2024-05-05,2,Returned,Debit
336,685,2023-06-13,1,Completed,Credit Card
337,82,2024-11-12,2,Completed,PayPal
338,834,2023-06-01,2,Completed,Credit Card
339,333,2024-09-28,4,Completed,Credit Card
340,557,2024-04-27,1,Completed,Debit
341,335,2023-06-09,3,Returned,Credit Card
342,532,2023-05-02,2,Completed,PayPal
343,960,2024-09-26,1,Completed,Debit
344,221,2024-08-28,3,Completed,PayPal
345,635,2023-03-01,2,Completed,PayPal
346,746,2024-07-08,1,Completed,PayPal
347,733,2023-12-30,4,Completed,Debit
348,323,2023-11-24,6,Completed,Credit Card
349,851,2023-06-10,6,Completed,PayPal
350,3,2023-11-20,2,Completed,Credit Card
351,694,2023-07-23,2,Completed,Credit Card
352,206,2023-02-24,1,Completed,PayPal
353,832,2023-05-10,6,Completed,Credit Card
354,40,2024-03-12,2,Cancelled,Debit
355,59,2024-01-22,3,Completed,Debit
356,951,2023-06-19,2,Completed,Credit Card
357,574,2024-06-17,6,Completed,Credit Card
358,644,2023-07-24,5,Completed,Debit
359,507,2023-03-01,6,Completed,Credit Card
360,572,2024-06-10,3,Completed,Credit Card
361,884,2024-11-16,1,Completed,Credit Card
362,843,2024-01-17,3,Returned,Credit Card
363,122,2024-08-07,5,Returned,PayPal
364,479,2023-11-26,5,Completed,Credit Card
365,619,2023-08-11,2,Completed,Debit
366,96,2024-12-03,2,Cancelled,PayPal
367,859,2023-04-05,6,Completed,PayPal
368,414,2024-11-25,4,Completed,Debit
369,235,2023-09-03,3,Completed,Credit Card
370,898,2023-07-16,6,Completed,PayPal
371,62,2024-07-27,4,Completed,PayPal
372,256,2023-09-20,6,Completed,Credit Card
373,561,2024-07-25,5,Returned,Credit Card
374,905,2023-08-14,2,Completed,Debit
375,348,2024-06-20,2,Completed,PayPal
376,671,2023-12-31,6,Completed,Credit Card
377,124,2023-12-01,2,Completed,Credit Card
378,482,2024-04-12,1,Completed,Debit
379,317,2023-12-20,6,Completed,PayPal
380,504,2024-06-16,5,Completed,Credit Card
381,719,2024-02-28,6,Completed,Debit
382,48,2024-09-21,6,Cancelled,PayPal
383,409,2023-06-29,2,Completed,PayPal
384,932,2024-03-11,5,Completed,PayPal
385,136,2023-11-10,6,Completed,PayPal
386,201,2024-01-28,2,Completed,Debit
387,250,2024-02-14,3,Completed,Credit Card
388,314,2023-08-17,5,Cancelled,PayPal
389,869,2024-08-09,4,Completed,PayPal
390,368,2024-01-22,1,Completed,Credit Card
391,429,2024-07-24,4,Completed,PayPal
392,830,2024-04-04,5,Completed,PayPal
393,807,2023-02-17,6,Completed,Credit Card
394,480,2024-10-31,2,Completed,Credit Card
395,314,2024-02-14,5,Completed,PayPal
396,500,2024-12-11,1,Completed,Credit Card
397,721,2024-06-20,5,Completed,Debit
398,355,2023-04-17,2,Completed,Debit
399,485,2023-09-19,4,Returned,PayPal
400,211,2023-10-06,3,Completed,PayPal
401,704,2023-11-29,4,Completed,Credit Card
402,44,2023-09-03,2,Completed,Credit Card
403,541,2023-07-08,2,Completed,PayPal
404,571,2023-04-10,1,Completed,PayPal
405,583,2024-02-28,5,Completed,Debit
406,92,2023-04-26,5,Completed,Credit Card
407,265,2023-10-25,4,Completed,PayPal
408,895,2023-04-10,3,Completed,PayPal
409,220,2024-10-03,3,Completed,Credit Card
410,902,2024-01-13,1,Returned,Credit Card
411,925,2024-12-04,2,Completed,PayPal
412,442,2024-03-29,1,Completed,PayPal
413,401,2024-09-28,5,Returned,PayPal
414,400,2023-07-24,6,Completed,Credit Card
415,727,2024-12-08,6,Completed,PayPal
416,991,2023-05-26,6,Completed,PayPal
417,899,2023-09-08,2,Completed,PayPal
418,789,2023-03-03,1,Completed,Debit
419,576,2024-07-07,4,Returned,Debit
420,858,2024-01-09,5,Completed,Credit Card
421,804,2024-02-12,6,Completed,PayPal
422,490,2023-06-10,3,Completed,PayPal
423,485,2024-10-09,1,Completed,Credit Card
424,757,2024-07-23,5,Completed,Credit Card
425,470,2023-02-02,5,Completed,Credit Card
426,574,2023-05-12,3,Completed,PayPal
427,938,2024-07-17,3,Completed,Debit
428,844,2023-03-30,3,Completed,Credit Card
429,682,2024-02-24,6,Completed,PayPal
430,445,2024-12-23,6,Completed,Credit Card
431,269,2024-01-07,1,Completed,PayPal
432,267,2023-02-20,3,Completed,Credit Card
433,54,2023-10-13,4,Returned,PayPal
434,528,2023-12-14,5,Completed,Credit Card
435,520,2023-03-10,3,Completed,Debit
436,616,2024-11-21,5,Completed,Credit Card
437,59,2024-07-21,2,Completed,Credit Card
438,825,2024-02-21,2,Completed,Debit
439,40,2024-10-25,3,Completed,Credit Card
440,237,2023-02-26,5,Returned,Debit
441,955,2024-04-29,2,Completed,PayPal
442,386,2024-12-12,3,Completed,Debit
443,606,2023-12-20,5,Completed,Debit
444,734,2024-06-27,3,Completed,PayPal
445,716,2023-02-13,6,Completed,Debit
446,650,2024-08-13,5,Completed,Debit
447,300,2024-02-06,2,Completed,PayPal
448,395,2023-11-18,3,Completed,Credit Card
449,207,2023-12-29,2,Completed,Credit Card
450,336,2024-09-28,3,Completed,Debit
451,593,2023-10-19,1,Completed,Credit Card
452,730,2023-08-24,2,Completed,Credit Card
453,514,2024-12-28,2,Completed,Debit
454,178,2024-12-18,4,Completed,PayPal
455,396,2024-02-22,6,Completed,Credit Card
456,371,2024-05-13,2,Completed,Debit
457,858,2024-03-21,5,Returned,PayPal
458,791,2023-04-10,3,Completed,Credit Card
459,658,2024-05-17,1,Completed,PayPal
460,318,2023-05-15,5,Completed,Debit
461,736,2023-07-11,5,Completed,PayPal
462,369,2023-08-19,5,Completed,PayPal
463,384,2023-09-04,5,Completed,Debit
464,62,2023-08-31,1,Completed,Credit Card
465,806,2024-06-22,4,Completed,Credit Card
466,505,2023-02-16,6,Completed,PayPal
467,239,2024-06-12,2,Completed,PayPal
468,195,2023-12-29,5,Completed,PayPal
469,678,2024-08-04,2,Cancelled,PayPal
470,963,2024-09-23,2,Completed,Credit Card
471,222,2023-10-14,5,Completed,Debit
472,61,2023-07-22,4,Completed,Debit
473,129,2024-11-10,2,Completed,Debit
474,990,2024-06-12,3,Returned,PayPal
475,685,2024-05-16,2,Completed,PayPal
476,992,2024-02-19,6,Completed,Debit
477,156,2024-12-21,5,Completed,Credit Card
478,917,2024-09-11,1,Completed,Debit
479,378,2024-12-31,2,Cancelled,Credit Card
480,622,2024-06-21,4,Completed,PayPal
481,781,2024-07-11,3,Completed,Debit
482,923,2023-12-22,3,Completed,Debit
483,868,2023-09-02,1,Completed,PayPal
484,903,2023-08-27,6,Completed,Credit Card
485,790,2023-07-19,1,Completed,Debit
486,586,2023-12-27,6,Completed,Debit
487,999,2023-11-07,2,Cancelled,Credit Card
488,437,2023-12-02,5,Completed,Debit
489,975,2023-06-26,4,Completed,Debit
490,207,2024-06-30,3,Completed,PayPal
491,388,2023-05-01,1,Completed,Credit Card
492,480,2024-04-28,4,Completed,Debit
493,791,2023-04-01,6,Completed,Debit
494,887,2023-12-08,5,Completed,PayPal
495,838,2024-07-12,3,Completed,Debit
496,984,2023-09-15,3,Completed,PayPal
497,340,2024-05-19,6,Completed,Debit
498,869,2024-07-25,5,Completed,PayPal
499,340,2024-11-24,3,Returned,Credit Card
500,204,2023-04-20,5,Completed,Credit Card
501,161,2024-04-08,3,Completed,Debit
502,540,2023-07-03,2,Completed,Debit
503,392,2024-03-07,6,Completed,PayPal
504,769,2023-11-06,5,Completed,PayPal
505,677,2023-03-29,4,Completed,Credit Card
506,575,2023-08-05,2,Completed,Debit
507,534,2024-03-04,4,Completed,PayPal
508,70,2024-09-27,6,Returned,Credit Card
509,893,2023-07-08,3,Completed,Credit Card
510,405,2024-12-24,4,Completed,PayPal
511,608,2024-01-25,2,Completed,Debit
512,675,2024-04-15,5,Completed,Credit Card
513,591,2024-09-11,1,Completed,PayPal
514,517,2024-05-11,4,Completed,Credit Card
515,828,2024-11-24,1,Completed,Debit
516,120,2024-04-21,6,Completed,PayPal
517,814,2024-06-02,4,Completed,Debit
518,690,2024-07-14,4,Completed,Debit
519,688,2023-04-14,5,Completed,Credit Card
520,902,2023-02-17,3,Completed,Debit
521,217,2024-07-15,2,Completed,Credit Card
522,56,2023-12-23,2,Completed,PayPal
523,366,2024-10-24,2,Completed,PayPal
524,699,2024-10-05,6,Completed,Credit Card
525,504,2024-07-30,3,Completed,Credit Card
526,744,2024-09-18,1,Completed,Credit Card
527,767,2023-08-21,2,Completed,Debit
528,925,2024-01-10,1,Completed,PayPal
529,455,2024-07-07,3,Completed,PayPal
530,104,2024-03-06,6,Returned,Debit
531,77,2023-09-06,3,Completed,Credit Card
532,230,2024-04-20,5,Completed,PayPal
533,914,2023-09-10,2,Completed,Debit
534,258,2024-02-18,6,Completed,Credit Card
535,264,2024-09-14,5,Completed,PayPal
536,331,2023-02-07,2,Completed,Credit Card
537,993,2023-10-30,3,Completed,Debit
538,182,2023-02-16,3,Completed,PayPal
539,893,2024-03-30,4,Completed,Credit Card
540,768,2024-07-08,4,Completed,Credit Card
541,550,2023-02-21,3,Completed,Credit Card
542,688,2024-12-21,3,Cancelled,Debit
543,27,2023-09-16,1,Completed,Credit Card
544,276,2023-11-15,1,Completed,PayPal
545,652,2023-06-14,5,Returned,PayPal
546,299,2023-11-10,4,Completed,Credit Card
547,957,2024-03-10,4,Completed,Debit
548,799,2024-11-26,3,Returned,PayPal
549,91,2023-04-07,3,Completed,PayPal
550,480,2024-11-10,5,Completed,PayPal
551,573,2024-09-26,6,Completed,Credit Card
552,458,2024-04-12,6,Completed,PayPal
553,451,2023-10-17,6,Completed,Credit Card
554,365,2023-05-14,4,Completed,Credit Card
555,859,2024-08-20,1,Completed,Credit Card
556,675,2023-05-12,6,Completed,Credit Card
557,351,2023-08-17,2,Completed,Credit Card
558,655,2023-09-14,5,Completed,PayPal
559,400,2024-05-08,6,Cancelled,Credit Card
560,253,2023-09-25,2,Completed,Credit Card
561,781,2023-02-26,6,Completed,Credit Card
562,881,2023-06-01,1,Cancelled,Credit Card
563,803,2024-06-20,1,Completed,Credit Card
564,459,2023-08-01,6,Completed,Credit Card
565,699,2024-10-26,2,Completed,PayPal
566,917,2024-07-27,5,Returned,Credit Card
567,499,2023-12-12,2,Completed,Credit Card
568,950,2024-10-10,5,Completed,PayPal
569,971,2023-10-31,6,Returned,PayPal
570,926,2023-09-20,5,Completed,Debit
571,508,2024-03-26,3,Completed,PayPal
572,304,2024-04-17,4,Completed,PayPal
573,501,2024-06-10,4,Completed,Credit Card
574,803,2023-02-24,1,Completed,Debit
575,598,2023-05-20,3,Completed,Credit Card
576,166,2024-06-16,4,Completed,Debit
577,415,2023-02-25,6,Completed,Credit Card
578,462,2023-08-06,5,Completed,PayPal
579,920,2023-11-15,5,Completed,PayPal
580,114,2024-10-20,2,Completed,Debit
581,433,2024-01-04,2,Returned,Credit Card
582,992,2023-03-09,5,Completed,Credit Card
583,356,2023-06-17,6,Completed,PayPal
584,928,2024-06-22,5,Completed,PayPal
585,695,2023-09-15,2,Completed,Debit
586,207,2023-12-17,4,Returned,PayPal
587,768,2023-08-01,1,Completed,Debit
588,235,2023-04-27,2,Completed,Debit
589,442,2024-05-12,6,Completed,Debit
590,355,2023-03-25,4,Completed,Debit
591,515,2023-09-23,4,Completed,PayPal
592,208,2024-04-08,4,Completed,Debit
593,709,2024-06-10,3,Returned,PayPal
594,853,2023-05-11,3,Completed,Debit
595,125,2024-09-21,4,Completed,PayPal
596,138,2024-03-09,6,Completed,Debit
597,339,2024-03-02,5,Completed,PayPal
598,537,2024-07-11,6,Completed,Credit Card
599,68,2024-03-21,3,Completed,Debit
600,573,2024-10-05,2,Completed,Debit
601,541,2024-12-08,3,Completed,Credit Card
602,383,2024-05-08,5,Completed,Credit Card
603,19,2024-07-25,1,Completed,Debit
604,683,2024-10-18,3,Completed,PayPal
605,450,2024-10-11,6,Completed,Debit
606,74,2024-01-30,6,Completed,PayPal
607,573,2023-06-10,4,Completed,Credit Card
608,939,2023-04-25,4,Completed,PayPal
609,665,2023-10-29,4,Completed,Debit
610,276,2023-10-02,1,Completed,Credit Card
611,48,2024-02-23,5,Completed,Credit Card
612,211,2023-09-02,2,Completed,Debit
613,855,2023-07-16,6,Returned,Debit
614,920,2023-03-31,6,Completed,Credit Card
615,651,2024-09-24,5,Completed,PayPal
616,622,2024-06-18,1,Completed,PayPal
617,994,2023-06-03,4,Completed,PayPal
618,695,2024-11-09,5,Completed,Debit
619,540,2024-03-19,2,Completed,Credit Card
620,709,2023-06-19,4,Completed,PayPal
621,191,2023-09-17,2,Completed,Credit Card
622,315,2023-11-01,3,Completed,PayPal
623,901,2024-04-14,2,Completed,Credit Card
624,563,2024-08-15,4,Completed,Debit
625,661,2023-05-29,3,Returned,Debit
626,780,2024-05-28,4,Returned,Debit
627,562,2024-03-01,6,Completed,PayPal
628,900,2024-05-05,4,Returned,Debit
629,758,2024-12-24,3,Completed,Debit
630,113,2023-04-19,2,Completed,Debit
